user_id,value_all,value_delivery,value_ของหวาน,value_ชาบู,value_ปิ้งย่าง,value_สเต็ก,value_อาหารญี่ปุ่น,value_อาหารเกาหลี,value_อาหารไทย,value_เครื่องดื่ม,cluster,clusters
93,0,0,0,0,0,1,0,0,1,0,2,3
41,0,0,0,0,1,0,0,0,1,0,2,0
126,0,0,0,0,0,0,0,0,1,0,2,3
97,0,0,0,0,0,0,0,0,1,0,2,3
140,0,1,0,0,0,0,0,0,1,0,2,0
262,1,0,0,0,1,1,1,1,1,0,2,0
136,0,0,0,0,0,0,0,0,1,0,2,3
144,0,0,0,0,0,0,0,0,1,0,2,3
114,0,0,0,0,0,0,0,0,1,0,2,3
85,0,0,0,0,0,0,0,0,1,0,2,3
148,0,0,0,0,0,0,0,0,1,0,2,3
250,0,0,0,0,0,0,0,0,1,0,2,3
149,0,0,0,0,0,0,0,0,1,0,2,3
152,0,0,0,0,0,0,0,0,1,0,2,3
82,0,0,0,0,0,0,0,0,1,0,2,3
160,0,0,0,0,0,0,0,0,1,0,2,3
162,0,0,0,0,0,0,0,0,1,0,2,3
241,0,0,0,0,0,0,0,0,1,0,2,3
242,0,0,0,0,0,0,0,0,1,0,2,3
133,0,0,0,0,0,0,0,0,1,0,2,3
243,0,0,0,0,0,0,0,0,1,0,2,3
120,0,0,0,0,0,0,0,0,1,0,3,3
58,0,0,0,0,1,0,0,0,0,0,4,4
112,0,0,0,0,0,1,0,0,0,0,4,4
19,1,1,0,0,0,0,0,0,0,0,4,4
104,0,1,0,0,0,0,0,0,0,0,4,4
91,0,1,0,0,0,0,0,0,0,0,4,4
142,0,1,0,0,0,0,0,0,0,0,4,4
78,0,0,0,0,1,0,0,0,0,0,4,4
231,0,1,0,0,0,0,0,0,0,0,4,4
76,0,1,0,0,0,0,0,0,0,0,4,4
29,0,0,0,0,1,0,0,0,0,0,4,4
67,0,0,0,0,1,0,0,0,0,0,4,4
251,1,0,0,0,0,0,0,0,0,0,4,4
193,0,0,0,0,1,0,0,0,0,0,4,4
196,1,0,0,0,0,0,0,0,0,0,4,4
65,0,0,0,0,1,0,0,0,0,0,4,4
75,0,0,0,0,1,0,0,0,0,0,4,4
73,0,1,0,0,0,0,0,0,0,0,4,4
