id,user_id,action_click recommended menu,action_click recommended menues,action_click_genetic_rec,action_enter,action_enter_store,action_like,action_search_cate,action_search_input,action_กรอกประวัติความหิว,action_สั่งอาหาร,action_เพิ่มเข้าตะกร้า,action_ใช้โค้ด,clusters
2476,84,0,0,0,0,0,0,0,0,0,0,1,0,3
2477,84,0,0,0,1,0,0,0,0,0,0,0,0,0
2478,84,0,0,0,0,0,0,0,0,0,1,0,0,0
2479,84,0,0,0,0,0,0,0,0,0,1,0,0,0
2480,84,0,0,0,0,0,0,0,0,0,1,0,0,0
2481,84,0,0,0,0,0,0,0,0,0,1,0,0,0
2482,84,0,0,0,0,0,0,0,0,0,1,0,0,0
2483,84,0,0,0,1,0,0,0,0,0,0,0,0,0
2970,115,0,0,0,1,0,0,0,0,0,0,0,0,0
2974,115,0,0,0,0,0,0,1,0,0,0,0,0,4
2978,115,0,0,0,1,0,0,0,0,0,0,0,0,0
2983,116,0,0,0,0,1,0,0,0,0,0,0,0,5
2987,116,0,0,0,0,0,0,1,0,0,0,0,0,4
3001,117,0,0,0,0,1,0,0,0,0,0,0,0,5
3005,117,0,0,0,1,0,0,0,0,0,0,0,0,0
3009,117,0,0,0,0,1,0,0,0,0,0,0,0,5
3013,117,0,0,0,0,1,0,0,0,0,0,0,0,5
3017,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3021,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3025,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3029,118,0,0,0,0,1,0,0,0,0,0,0,0,5
3033,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3037,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3041,119,0,0,0,0,0,0,0,0,0,0,1,0,3
3045,119,0,0,0,0,0,0,0,0,0,0,1,0,3
3050,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3054,119,0,0,0,0,1,0,0,0,0,0,0,0,5
3058,119,0,0,0,0,1,0,0,0,0,0,0,0,5
3062,119,0,0,0,0,1,0,0,0,0,0,0,0,5
3066,119,0,0,0,0,0,0,1,0,0,0,0,0,4
2971,115,0,0,0,1,0,0,0,0,0,0,0,0,0
2975,115,0,0,0,0,1,0,0,0,0,0,0,0,5
2979,115,0,0,0,0,0,0,0,1,0,0,0,0,0
2984,116,0,0,0,1,0,0,0,0,0,0,0,0,0
2988,116,0,0,0,0,0,0,1,0,0,0,0,0,4
2998,117,0,0,0,0,0,0,0,0,1,0,0,0,0
3002,117,0,0,0,0,0,0,0,0,0,0,1,0,3
3006,117,0,0,0,1,0,0,0,0,0,0,0,0,0
3010,117,0,0,0,0,0,0,0,0,0,0,1,0,3
3014,117,0,0,0,1,0,0,0,0,0,0,0,0,0
3018,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3022,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3026,118,0,0,0,1,0,0,0,0,0,0,0,0,0
3030,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3034,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3038,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3042,119,0,0,0,0,0,0,0,0,0,0,1,0,3
3046,119,0,0,0,0,0,0,0,0,0,0,1,0,3
3051,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3055,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3059,119,0,0,0,0,0,0,0,0,0,0,1,0,3
3063,119,0,0,0,0,0,0,0,0,0,0,1,0,3
3067,119,0,0,0,0,1,0,0,0,0,0,0,0,5
3071,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3074,119,0,0,0,0,0,0,0,0,0,0,1,0,3
3077,119,0,0,0,0,0,0,0,0,0,0,1,0,3
3081,119,0,0,0,0,0,0,1,0,0,0,0,0,4
3091,18,0,0,0,0,1,0,0,0,0,0,0,0,5
3094,18,0,0,0,1,0,0,0,0,0,0,0,0,0
3098,120,0,0,0,0,0,0,1,0,0,0,0,0,4
3102,121,0,0,0,0,0,0,1,0,0,0,0,0,4
3105,121,0,0,0,0,0,0,1,0,0,0,0,0,4
3108,121,0,0,0,0,1,0,0,0,0,0,0,0,5
3111,121,0,0,0,0,0,0,0,0,0,0,1,0,3
3114,121,0,0,0,0,0,0,1,0,0,0,0,0,4
3117,121,0,0,0,1,0,0,0,0,0,0,0,0,0
3121,81,0,0,0,1,0,0,0,0,0,0,0,0,0
3124,81,0,0,0,1,0,0,0,0,0,0,0,0,0
3127,81,0,0,0,0,1,0,0,0,0,0,0,0,5
3130,81,0,0,0,0,1,0,0,0,0,0,0,0,5
3133,81,0,0,0,0,0,0,0,0,0,1,0,0,0
3137,54,0,0,0,1,0,0,0,0,0,0,0,0,0
3139,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3141,54,0,0,0,0,0,0,0,0,0,0,1,0,3
3143,54,0,0,0,0,0,0,0,0,0,0,1,0,3
3145,54,0,0,0,1,0,0,0,0,0,0,0,0,0
3147,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3150,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3152,54,0,0,0,0,0,0,0,0,0,0,1,0,3
3154,54,0,0,0,0,0,0,0,0,0,0,1,0,3
3156,54,0,0,0,0,0,0,0,0,0,0,1,0,3
3158,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3160,54,0,0,0,0,0,0,0,0,0,0,1,0,3
3162,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3164,54,0,0,0,0,0,0,0,0,0,0,1,0,3
3167,54,0,0,0,0,0,0,0,0,0,1,0,0,3
3170,122,0,0,0,1,0,0,0,0,0,0,0,0,0
3173,123,0,0,0,1,0,0,0,0,0,0,0,0,0
3175,123,0,0,0,0,0,0,0,0,0,0,1,0,3
3177,123,0,0,0,0,1,0,0,0,0,0,0,0,5
3179,123,0,0,0,0,1,0,0,0,0,0,0,0,5
3181,123,0,0,0,0,1,0,0,0,0,0,0,0,5
3183,123,0,0,0,0,1,0,0,0,0,0,0,0,5
3184,123,0,0,0,0,1,0,0,0,0,0,0,0,5
3186,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3187,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3188,96,0,0,0,0,0,0,0,0,0,0,1,0,3
3189,96,0,0,0,0,0,0,0,0,0,0,1,0,3
3192,96,0,0,0,1,0,0,0,0,0,0,0,0,0
9445,66,0,0,0,1,0,0,0,0,0,0,0,0,0
2967,115,0,0,0,1,0,0,0,0,0,0,0,0,0
2972,115,0,0,0,0,1,0,0,0,0,0,0,0,5
2976,115,0,0,0,1,0,0,0,0,0,0,0,0,0
2980,116,0,0,0,1,0,0,0,0,0,0,0,0,0
2985,116,0,0,0,0,1,0,0,0,0,0,0,0,5
2989,116,0,0,0,0,0,0,1,0,0,0,0,0,4
2994,39,0,0,0,1,0,0,0,0,0,0,0,0,0
2999,117,0,0,0,1,0,0,0,0,0,0,0,0,0
3003,117,0,0,0,0,0,0,0,0,0,0,1,0,3
3007,117,0,0,0,1,0,0,0,0,0,0,0,0,0
3011,117,0,0,0,0,0,0,0,0,0,0,1,0,3
3015,117,0,0,0,0,0,0,0,0,0,0,0,1,0
3019,96,0,0,0,0,0,0,1,0,0,0,0,0,4
3023,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3027,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3031,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3035,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3039,119,0,0,0,0,0,0,1,0,0,0,0,0,4
3043,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3047,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3052,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3056,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3060,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3064,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3068,119,0,0,0,0,0,0,0,0,0,0,1,0,3
3072,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3075,119,0,0,0,0,0,0,0,0,0,0,1,0,3
2653,96,0,0,0,1,0,0,0,0,0,0,0,0,0
2654,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3078,119,0,0,0,0,0,0,0,0,0,0,1,0,3
3082,119,0,0,0,0,1,0,0,0,0,0,0,0,5
3092,18,0,0,0,0,1,0,0,0,0,0,0,0,5
3095,18,0,0,0,0,0,0,0,0,0,1,0,0,0
3099,120,0,0,0,0,1,0,0,0,0,0,0,0,5
3103,121,0,0,0,0,0,0,1,0,0,0,0,0,4
3106,121,0,0,0,0,0,0,1,0,0,0,0,0,4
3109,121,0,0,0,0,0,0,0,0,0,0,1,0,3
3112,121,0,0,0,1,0,0,0,0,0,0,0,0,0
3115,121,0,0,0,0,1,0,0,0,0,0,0,0,5
3118,121,0,0,0,0,0,0,0,0,1,0,0,0,0
3122,81,0,0,0,0,0,0,1,0,0,0,0,0,4
3125,81,0,0,0,0,1,0,0,0,0,0,0,0,5
3128,81,0,0,0,0,0,0,0,0,0,0,1,0,3
3131,81,0,0,0,0,0,0,0,0,0,0,1,0,3
3134,81,0,0,0,1,0,0,0,0,0,0,0,0,0
2674,105,0,0,0,0,1,0,0,0,0,0,0,0,5
2680,108,0,0,0,1,0,0,0,0,0,0,0,0,0
2681,108,0,0,0,0,0,0,1,0,0,0,0,0,4
2682,108,0,0,0,1,0,0,0,0,0,0,0,0,0
2683,109,0,0,0,1,0,0,0,0,0,0,0,0,0
2684,94,0,0,0,1,0,0,0,0,0,0,0,0,0
2688,56,0,0,0,1,0,0,0,0,0,0,0,0,0
2689,56,0,0,0,1,0,0,0,0,0,0,0,0,0
2692,77,0,0,0,1,0,0,0,0,0,0,0,0,0
2693,77,0,0,0,0,0,0,1,0,0,0,0,0,4
2694,77,0,0,0,0,0,0,1,0,0,0,0,0,4
2695,77,0,0,0,1,0,0,0,0,0,0,0,0,0
2698,89,0,0,0,0,1,0,0,0,0,0,0,0,5
2699,89,0,0,0,1,0,0,0,0,0,0,0,0,0
2700,89,0,0,0,0,1,0,0,0,0,0,0,0,5
2701,89,0,0,0,0,1,0,0,0,0,0,0,0,5
2702,89,0,0,0,0,1,0,0,0,0,0,0,0,5
2703,89,0,0,0,0,0,0,0,0,0,0,1,0,3
2704,89,0,0,0,0,0,0,0,0,0,0,1,0,3
2705,89,0,0,0,1,0,0,0,0,0,0,0,0,0
2706,89,0,0,0,0,0,0,0,0,0,0,1,0,3
2707,89,0,0,0,1,0,0,0,0,0,0,0,0,0
2708,89,0,0,0,0,1,0,0,0,0,0,0,0,5
2709,89,0,0,0,0,0,0,0,0,0,0,0,1,0
2710,89,0,0,0,0,0,0,0,0,0,1,0,0,0
2711,89,0,0,0,1,0,0,0,0,0,0,0,0,0
2712,89,0,0,0,0,1,0,0,0,0,0,0,0,5
2714,110,0,0,0,1,0,0,0,0,0,0,0,0,0
2715,110,0,0,0,0,0,0,0,0,1,0,0,0,0
2716,110,0,0,0,1,0,0,0,0,0,0,0,0,0
2717,110,0,0,0,1,0,0,0,0,0,0,0,0,0
2718,110,0,0,0,1,0,0,0,0,0,0,0,0,0
9446,255,0,0,0,1,0,0,0,0,0,0,0,0,0
2968,115,0,0,0,0,0,0,0,0,1,0,0,0,0
2973,115,0,0,0,0,1,0,0,0,0,0,0,0,5
2977,115,0,0,0,0,1,0,0,0,0,0,0,0,5
2981,116,0,0,0,0,0,0,0,0,1,0,0,0,0
2986,116,0,0,0,0,0,0,1,0,0,0,0,0,4
2990,116,0,0,0,0,0,0,1,0,0,0,0,0,4
3000,117,0,0,0,0,0,0,1,0,0,0,0,0,4
3004,117,0,0,0,1,0,0,0,0,0,0,0,0,0
3008,117,0,0,0,0,0,0,1,0,0,0,0,0,4
3012,117,0,0,0,1,0,0,0,0,0,0,0,0,0
3016,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3020,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3024,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3028,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3032,96,0,0,0,0,0,0,1,0,0,0,0,0,4
3036,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3040,119,0,0,0,0,1,0,0,0,0,0,0,0,5
3044,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3048,118,0,0,0,0,1,0,0,0,0,0,0,0,5
3053,119,0,0,0,0,0,0,1,0,0,0,0,0,4
3057,119,0,0,0,0,0,0,1,0,0,0,0,0,4
3061,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3065,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3069,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3073,119,0,0,0,0,1,0,0,0,0,0,0,0,5
3076,119,0,0,0,0,1,0,0,0,0,0,0,0,5
3079,119,0,0,0,1,0,0,0,0,0,0,0,0,0
3093,18,0,0,0,1,0,0,0,0,0,0,0,0,0
3096,120,0,0,0,1,0,0,0,0,0,0,0,0,0
3100,120,0,0,0,0,1,0,0,0,0,0,0,0,5
3104,121,0,0,0,0,0,0,1,0,0,0,0,0,4
3107,121,0,0,0,0,0,0,1,0,0,0,0,0,4
3110,121,0,0,0,0,0,0,0,0,0,0,1,0,3
3113,121,0,0,0,1,0,0,0,0,0,0,0,0,0
3116,121,0,0,0,0,0,0,0,0,0,0,1,0,3
3119,18,0,0,0,1,0,0,0,0,0,0,0,0,0
3123,81,0,0,0,0,1,0,0,0,0,0,0,0,5
3126,81,0,0,0,0,1,0,0,0,0,0,0,0,5
3129,81,0,0,0,0,1,0,0,0,0,0,0,0,5
2804,111,0,0,0,1,0,0,0,0,0,0,0,0,0
2805,111,0,0,0,0,0,0,0,0,1,0,0,0,0
2806,111,0,0,0,1,0,0,0,0,0,0,0,0,0
2807,111,0,0,0,0,0,0,1,0,0,0,0,0,4
2808,112,0,0,0,1,0,0,0,0,0,0,0,0,0
2809,112,0,0,0,1,0,0,0,0,0,0,0,0,0
2810,112,0,0,0,0,0,0,1,0,0,0,0,0,4
2811,112,0,0,0,1,0,0,0,0,0,0,0,0,0
2812,113,0,0,0,1,0,0,0,0,0,0,0,0,0
2813,113,0,0,0,0,0,0,1,0,0,0,0,0,4
2814,113,0,0,0,0,1,0,0,0,0,0,0,0,5
2815,113,0,0,0,0,1,0,0,0,0,0,0,0,5
2816,113,0,0,0,1,0,0,0,0,0,0,0,0,0
2817,113,0,0,0,0,0,0,0,0,1,0,0,0,0
2818,113,0,0,0,1,0,0,0,0,0,0,0,0,0
2819,113,0,0,0,1,0,0,0,0,0,0,0,0,0
2820,113,0,0,0,0,0,0,1,0,0,0,0,0,4
2821,113,0,0,0,0,0,0,1,0,0,0,0,0,4
2822,113,0,0,0,0,1,0,0,0,0,0,0,0,5
3132,81,0,0,0,1,0,0,0,0,0,0,0,0,0
3135,81,0,0,0,1,0,0,0,0,0,0,0,0,0
3138,54,0,0,0,1,0,0,0,0,0,0,0,0,0
3140,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3142,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3144,54,0,0,0,0,0,0,0,0,0,0,1,0,3
3146,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3148,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3151,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3153,54,0,0,0,0,0,0,0,0,0,0,1,0,3
3155,54,0,0,0,0,0,0,0,0,0,0,1,0,3
3157,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3159,54,0,0,0,0,1,0,0,0,0,0,0,0,5
3161,54,0,0,0,1,0,0,0,0,0,0,0,0,0
3163,54,0,0,0,0,0,0,0,0,0,0,1,0,3
3165,54,0,0,0,1,0,0,0,0,0,0,0,0,0
3168,54,0,0,0,1,0,0,0,0,0,0,0,0,0
3174,123,0,0,0,0,1,0,0,0,0,0,0,0,5
3176,123,0,0,0,0,1,0,0,0,0,0,0,0,5
3178,123,0,0,0,0,1,0,0,0,0,0,0,0,5
3180,123,0,0,0,0,1,0,0,0,0,0,0,0,5
3182,123,0,0,0,0,1,0,0,0,0,0,0,0,5
3185,123,0,0,0,0,1,0,0,0,0,0,0,0,5
3190,96,0,0,0,0,0,0,0,0,0,0,1,0,3
3191,96,0,0,0,0,0,0,0,0,0,0,1,0,3
3193,96,0,0,0,0,0,0,0,0,0,0,1,0,3
7415,223,0,0,0,0,1,0,0,0,0,0,0,0,5
7420,223,0,0,0,1,0,0,0,0,0,0,0,0,0
7425,54,0,0,0,0,0,0,0,0,0,0,1,0,3
7429,54,0,0,0,1,0,0,0,0,0,0,0,0,0
7433,134,0,0,0,0,1,0,0,0,0,0,0,0,5
7437,134,0,0,0,0,0,0,0,0,0,0,1,0,3
7442,234,0,0,0,1,0,0,0,0,0,0,0,0,0
7446,234,0,0,0,0,0,0,0,0,0,1,0,0,0
7459,56,0,0,0,1,0,0,0,0,0,0,0,0,0
7464,56,0,0,0,0,0,0,1,0,0,0,0,0,4
7468,56,0,0,0,0,0,0,0,0,0,0,1,0,3
7472,56,0,0,0,0,1,0,0,0,0,0,0,0,5
7477,142,0,0,0,1,0,0,0,0,0,0,0,0,0
7481,142,0,0,0,0,1,0,0,0,0,0,0,0,5
7485,142,0,0,0,0,1,0,0,0,0,0,0,0,5
7489,142,0,0,0,1,0,0,0,0,0,0,0,0,0
7497,89,0,0,0,1,0,0,0,0,0,0,0,0,0
7503,89,0,0,0,0,1,0,0,0,0,0,0,0,5
7507,89,0,0,0,1,0,0,0,0,0,0,0,0,0
7511,89,0,0,0,0,0,0,0,0,0,0,1,0,3
7518,223,0,0,0,1,0,0,0,0,0,0,0,0,0
7522,223,0,0,0,0,1,0,0,0,0,0,0,0,5
7527,223,0,0,0,1,0,0,0,0,0,0,0,0,0
7531,223,0,0,0,0,1,0,0,0,0,0,0,0,5
7534,223,0,0,0,1,0,0,0,0,0,0,0,0,0
7538,127,0,0,0,0,0,0,0,0,0,0,1,0,3
7541,127,0,0,0,1,0,0,0,0,0,0,0,0,0
7544,127,0,0,0,1,0,0,0,0,0,0,0,0,0
7547,127,0,0,0,1,0,0,0,0,0,0,0,0,0
7550,127,0,0,0,0,1,0,0,0,0,0,0,0,5
7553,127,0,0,0,0,1,0,0,0,0,0,0,0,5
7558,238,0,0,0,0,0,0,1,0,0,0,0,0,4
7562,238,0,0,0,0,0,0,1,0,0,0,0,0,4
7565,97,0,0,0,1,0,0,0,0,0,0,0,0,0
7569,18,0,0,0,1,0,0,0,0,0,0,0,0,0
7576,240,0,0,0,0,1,0,0,0,0,0,0,0,5
7579,240,0,0,0,0,0,0,1,0,0,0,0,0,4
7582,240,0,0,0,0,1,0,0,0,0,0,0,0,5
7591,226,0,0,0,1,0,0,0,0,0,0,0,0,0
7610,226,0,0,0,0,0,0,0,0,1,0,0,0,0
7613,226,0,0,0,1,0,0,0,0,0,0,0,0,0
7616,226,0,0,0,0,1,0,0,0,0,0,0,0,5
7619,226,0,0,0,1,0,0,0,0,0,0,0,0,0
7622,226,0,0,0,1,0,0,0,0,0,0,0,0,0
7625,226,0,0,0,0,0,0,1,0,0,0,0,0,4
7628,226,0,0,0,0,0,0,1,0,0,0,0,0,4
7632,226,0,0,0,0,0,0,1,0,0,0,0,0,4
7635,226,0,0,0,1,0,0,0,0,0,0,0,0,0
7638,52,0,0,0,1,0,0,0,0,0,0,0,0,0
7641,52,0,0,0,0,1,0,0,0,0,0,0,0,5
7644,52,0,0,0,1,0,0,0,0,0,0,0,0,0
7649,241,0,0,0,1,0,0,0,0,0,0,0,0,0
7653,241,0,0,0,0,1,0,0,0,0,0,0,0,5
7656,241,0,0,0,1,0,0,0,0,0,0,0,0,0
7659,241,0,0,0,1,0,0,0,0,0,0,0,0,0
7662,236,0,0,0,0,1,0,0,0,0,0,0,0,5
7665,236,0,0,0,0,0,0,1,0,0,0,0,0,4
7668,236,0,0,0,0,1,0,0,0,0,0,0,0,5
7671,236,0,0,0,0,0,0,1,0,0,0,0,0,4
7674,242,0,0,0,1,0,0,0,0,0,0,0,0,2
7677,242,0,0,0,0,0,0,0,0,0,0,1,0,3
7682,218,0,0,0,1,0,0,0,0,0,0,0,0,0
7685,218,0,0,0,0,0,0,0,0,0,0,1,0,3
7690,243,0,0,0,0,1,0,0,0,0,0,0,0,5
7695,244,0,0,0,1,0,0,0,0,0,0,0,0,0
7699,218,0,0,0,1,0,0,0,0,0,0,0,0,0
7702,244,0,0,0,0,1,0,0,0,0,0,0,0,5
7705,218,0,0,0,0,0,0,0,0,0,0,1,0,3
7708,218,0,0,0,0,0,0,0,0,0,0,0,1,0
7714,245,0,0,0,1,0,0,0,0,0,0,0,0,0
3194,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3196,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3197,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3199,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3200,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3202,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3203,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3204,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3205,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3206,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3208,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3209,96,0,0,0,0,1,0,0,0,0,0,0,0,5
3210,96,0,0,0,0,0,0,0,0,0,0,1,0,3
3211,96,0,0,0,1,0,0,0,0,0,0,0,0,0
3212,96,0,0,0,0,0,0,0,0,0,1,0,0,0
7416,223,0,0,0,0,0,0,0,0,0,0,1,0,3
7421,223,0,0,0,0,1,0,0,0,0,0,0,0,5
7426,54,0,0,0,0,1,0,0,0,0,0,0,0,5
7430,134,0,0,0,1,0,0,0,0,0,0,0,0,0
7434,134,0,0,0,0,0,0,0,0,0,0,1,0,3
7438,134,0,0,0,1,0,0,0,0,0,0,0,0,0
7443,234,0,0,0,0,1,0,0,0,0,0,0,0,5
7447,234,0,0,0,0,0,0,0,0,0,1,0,0,0
7460,56,0,0,0,1,0,0,0,0,0,0,0,0,0
7465,56,0,0,0,1,0,0,0,0,0,0,0,0,0
7469,56,0,0,0,1,0,0,0,0,0,0,0,0,0
7473,56,0,0,0,0,0,0,0,0,0,0,1,0,3
7478,142,0,0,0,0,1,0,0,0,0,0,0,0,5
7482,142,0,0,0,1,0,0,0,0,0,0,0,0,0
7486,142,0,0,0,0,0,0,0,0,0,0,1,0,3
7490,142,0,0,0,0,0,0,0,0,0,1,0,0,0
7498,89,0,0,0,0,1,0,0,0,0,0,0,0,5
7504,89,0,0,0,0,1,0,0,0,0,0,0,0,5
7508,89,0,0,0,0,0,0,0,0,0,0,1,0,3
7512,89,0,0,0,1,0,0,0,0,0,0,0,0,0
7519,223,0,0,0,0,1,0,0,0,0,0,0,0,5
7523,223,0,0,0,0,1,0,0,0,0,0,0,0,5
7528,223,0,0,0,0,0,0,1,0,0,0,0,0,4
7532,223,0,0,0,0,0,0,0,0,0,0,1,0,3
7535,223,0,0,0,0,0,0,0,0,0,1,0,0,0
7539,127,0,0,0,0,0,0,0,0,0,0,1,0,3
7542,127,0,0,0,0,0,0,0,0,0,0,0,1,0
7545,127,0,0,0,0,0,0,1,0,0,0,0,0,4
7548,127,0,0,0,1,0,0,0,0,0,0,0,0,0
7551,127,0,0,0,0,0,0,0,0,0,0,1,0,3
7554,127,0,0,0,0,1,0,0,0,0,0,0,0,5
7559,238,0,0,0,0,0,0,1,0,0,0,0,0,4
7563,238,0,0,0,1,0,0,0,0,0,0,0,0,0
7566,18,0,0,0,1,0,0,0,0,0,0,0,0,0
7577,240,0,0,0,1,0,0,0,0,0,0,0,0,0
7580,240,0,0,0,0,1,0,0,0,0,0,0,0,5
7592,226,0,0,0,0,1,0,0,0,0,0,0,0,5
7611,226,0,0,0,1,0,0,0,0,0,0,0,0,0
7614,226,0,0,0,1,0,0,0,0,0,0,0,0,0
7617,226,0,0,0,0,0,0,0,0,0,0,1,0,3
7629,226,0,0,0,0,0,0,1,0,0,0,0,0,4
7633,226,0,0,0,1,0,0,0,0,0,0,0,0,0
7636,226,0,0,0,1,0,0,0,0,0,0,0,0,0
7639,52,0,0,0,0,1,0,0,0,0,0,0,0,5
7642,52,0,0,0,0,0,0,0,0,0,0,1,0,3
7645,52,0,0,0,0,0,0,0,0,0,1,0,0,0
7650,241,0,0,0,0,1,0,0,0,0,0,0,0,5
7654,241,0,0,0,1,0,0,0,0,0,0,0,0,0
7657,241,0,0,0,0,1,0,0,0,0,0,0,0,5
7663,236,0,0,0,0,0,0,1,0,0,0,0,0,4
7666,236,0,0,0,1,0,0,0,0,0,0,0,0,0
7669,236,0,0,0,0,1,0,0,0,0,0,0,0,5
7672,74,0,0,0,1,0,0,0,0,0,0,0,0,0
7675,242,0,0,0,0,1,0,0,0,0,0,0,0,5
7678,242,0,0,0,0,0,0,0,0,1,0,0,0,2
7683,218,0,0,0,0,1,0,0,0,0,0,0,0,5
7686,218,0,0,0,1,0,0,0,0,0,0,0,0,0
7691,243,0,0,0,1,0,0,0,0,0,0,0,0,0
7696,244,0,0,0,1,0,0,0,0,0,0,0,0,0
7700,218,0,0,0,0,1,0,0,0,0,0,0,0,5
7703,244,0,0,0,1,0,0,0,0,0,0,0,0,0
7706,218,0,0,0,1,0,0,0,0,0,0,0,0,0
3216,18,0,0,0,1,0,0,0,0,0,0,0,0,0
9447,57,0,0,0,1,0,0,0,0,0,0,0,0,0
3226,77,0,0,0,1,0,0,0,0,0,0,0,0,0
3227,124,0,0,0,1,0,0,0,0,0,0,0,0,0
3228,125,0,0,0,1,0,0,0,0,0,0,0,0,0
3229,125,0,0,0,0,0,0,1,0,0,0,0,0,4
3230,125,0,0,0,0,0,0,1,0,0,0,0,0,4
3231,125,0,0,0,0,1,0,0,0,0,0,0,0,5
3232,94,0,0,0,1,0,0,0,0,0,0,0,0,0
3233,94,0,0,0,1,0,0,0,0,0,0,0,0,0
3234,94,0,0,0,1,0,0,0,0,0,0,0,0,0
3235,80,0,0,0,1,0,0,0,0,0,0,0,0,0
3236,126,0,0,0,1,0,0,0,0,0,0,0,0,0
3237,126,0,0,0,0,0,0,0,0,1,0,0,0,0
3238,126,0,0,0,1,0,0,0,0,0,0,0,0,0
3239,126,0,0,0,1,0,0,0,0,0,0,0,0,0
3240,85,0,0,0,1,0,0,0,0,0,0,0,0,0
3241,85,0,0,0,0,1,0,0,0,0,0,0,0,5
3242,85,0,0,0,1,0,0,0,0,0,0,0,0,0
3243,85,0,0,0,1,0,0,0,0,0,0,0,0,0
3244,85,0,0,0,0,1,0,0,0,0,0,0,0,5
3245,85,0,0,0,0,0,0,0,0,0,0,1,0,3
3246,85,0,0,0,1,0,0,0,0,0,0,0,0,0
3247,85,0,0,0,1,0,0,0,0,0,0,0,0,0
3248,85,0,0,0,0,0,0,0,0,0,0,0,1,0
3249,85,0,0,0,1,0,0,0,0,0,0,0,0,0
3250,85,0,0,0,1,0,0,0,0,0,0,0,0,0
3251,85,0,0,0,1,0,0,0,0,0,0,0,0,0
3252,85,0,0,0,0,0,0,0,0,0,0,0,1,0
3253,85,0,0,0,0,0,0,0,0,0,1,0,0,0
3254,85,0,0,0,1,0,0,0,0,0,0,0,0,0
3255,126,0,0,0,0,0,0,1,0,0,0,0,0,4
3256,94,0,0,0,1,0,0,0,0,0,0,0,0,0
3257,94,0,0,0,1,0,0,0,0,0,0,0,0,0
3258,94,0,0,0,1,0,0,0,0,0,0,0,0,0
3259,94,0,0,0,1,0,0,0,0,0,0,0,0,0
3260,94,0,0,0,1,0,0,0,0,0,0,0,0,0
3261,94,0,0,0,1,0,0,0,0,0,0,0,0,0
