id,user_id,action_click recommended menu,action_click recommended menues,action_click_genetic_rec,action_enter,action_enter_store,action_like,action_search_cate,action_search_input,action_กรอกประวัติความหิว,action_สั่งอาหาร,action_เพิ่มเข้าตะกร้า,action_ใช้โค้ด,clusters
899,46,0,0,0,1,0,0,0,0,0,0,0,0,0
900,46,0,0,0,0,1,0,0,0,0,0,0,0,5
901,46,0,0,0,0,0,0,0,0,0,0,1,0,3
902,46,0,0,0,0,0,0,0,0,0,0,1,0,3
903,46,0,0,0,1,0,0,0,0,0,0,0,0,0
904,46,0,0,0,1,0,0,0,0,0,0,0,0,0
905,46,0,0,0,1,0,0,0,0,0,0,0,0,0
906,46,0,0,0,1,0,0,0,0,0,0,0,0,0
907,46,0,0,0,0,0,0,1,0,0,0,0,0,4
908,46,0,0,0,0,0,0,1,0,0,0,0,0,4
909,46,0,0,0,0,0,0,1,0,0,0,0,0,4
910,46,0,0,0,1,0,0,0,0,0,0,0,0,0
911,46,0,0,0,1,0,0,0,0,0,0,0,0,0
912,46,0,0,0,1,0,0,0,0,0,0,0,0,0
913,46,0,0,0,1,0,0,0,0,0,0,0,0,0
1142,52,0,0,0,1,0,0,0,0,0,0,0,0,0
1146,52,0,0,0,0,1,0,0,0,0,0,0,0,5
1150,52,0,0,0,0,1,0,0,0,0,0,0,0,5
1153,52,0,0,0,0,0,0,0,0,0,0,1,0,3
1155,52,0,0,0,0,0,0,0,0,0,0,1,0,3
1158,52,0,0,0,1,0,0,0,0,0,0,0,0,0
1161,52,0,0,0,1,0,0,0,0,0,0,0,0,0
1163,53,0,0,0,0,0,0,0,0,1,0,0,0,0
922,46,0,0,0,0,1,0,0,0,0,0,0,0,5
923,46,0,0,0,0,0,0,0,0,0,0,1,0,3
924,46,0,0,0,0,0,0,0,0,0,0,1,0,3
925,46,0,0,0,1,0,0,0,0,0,0,0,0,0
926,46,0,0,0,0,0,0,0,0,0,0,1,0,3
927,46,0,0,0,1,0,0,0,0,0,0,0,0,0
928,46,0,0,0,0,1,0,0,0,0,0,0,0,5
929,46,0,0,0,1,0,0,0,0,0,0,0,0,0
930,46,0,0,0,0,1,0,0,0,0,0,0,0,5
1165,53,0,0,0,1,0,0,0,0,0,0,0,0,0
932,46,0,0,0,0,0,0,0,0,0,0,1,0,3
933,46,0,0,0,1,0,0,0,0,0,0,0,0,0
934,46,0,0,0,0,1,0,0,0,0,0,0,0,5
935,46,0,0,0,0,0,0,0,0,0,0,1,0,3
936,46,0,0,0,0,0,0,0,0,0,0,1,0,3
937,46,0,0,0,0,0,0,0,0,0,0,1,0,3
938,46,0,0,0,1,0,0,0,0,0,0,0,0,0
939,48,0,0,0,1,0,0,0,0,0,0,0,0,0
940,48,0,0,0,1,0,0,0,0,0,0,0,0,0
941,46,0,0,0,0,0,0,0,0,0,1,0,0,5
942,48,0,0,0,0,1,0,0,0,0,0,0,0,5
943,48,0,0,0,0,1,0,0,0,0,0,0,0,5
944,48,0,0,0,0,1,0,0,0,0,0,0,0,5
945,48,0,0,0,0,1,0,0,0,0,0,0,0,5
946,47,0,0,0,0,0,0,1,0,0,0,0,0,4
947,47,0,0,0,0,0,1,0,0,0,0,0,0,0
948,47,0,0,0,0,1,0,0,0,0,0,0,0,5
949,47,0,0,0,0,0,0,0,0,0,0,1,0,3
950,48,0,0,0,1,0,0,0,0,0,0,0,0,0
951,47,0,0,0,0,0,0,0,0,0,0,1,0,3
952,47,0,0,0,1,0,0,0,0,0,0,0,0,0
953,48,0,0,0,1,0,0,0,0,0,0,0,0,0
954,46,0,0,0,1,0,0,0,0,0,0,0,0,0
955,46,0,0,0,1,0,0,0,0,0,0,0,0,0
956,48,0,0,0,0,0,0,0,0,1,0,0,0,0
957,48,0,0,0,1,0,0,0,0,0,0,0,0,0
958,48,0,0,0,1,0,0,0,0,0,0,0,0,0
959,46,0,0,0,1,0,0,0,0,0,0,0,0,0
960,46,0,0,0,1,0,0,0,0,0,0,0,0,0
961,46,0,0,0,0,1,0,0,0,0,0,0,0,5
962,49,0,0,0,1,0,0,0,0,0,0,0,0,0
963,23,0,0,0,1,0,0,0,0,0,0,0,0,0
964,23,0,0,0,1,0,0,0,0,0,0,0,0,0
965,23,0,0,0,0,1,0,0,0,0,0,0,0,5
966,23,0,0,0,0,1,0,0,0,0,0,0,0,5
967,50,0,0,0,0,0,0,0,0,1,0,0,0,0
968,50,0,0,0,1,0,0,0,0,0,0,0,0,0
969,50,0,0,0,1,0,0,0,0,0,0,0,0,0
970,50,0,0,0,1,0,0,0,0,0,0,0,0,0
1168,54,0,0,0,1,0,0,0,0,0,0,0,0,0
971,50,0,0,0,0,1,0,0,0,0,0,0,0,5
972,50,0,0,0,0,1,0,0,0,0,0,0,0,5
973,50,0,0,0,0,1,0,0,0,0,0,0,0,5
974,50,0,0,0,0,1,0,0,0,0,0,0,0,5
975,50,0,0,0,1,0,0,0,0,0,0,0,0,0
977,51,0,0,0,1,0,0,0,0,0,0,0,0,0
978,51,0,0,0,0,0,0,1,0,0,0,0,0,4
979,51,0,0,0,0,0,0,1,0,0,0,0,0,4
980,51,0,0,0,0,0,0,1,0,0,0,0,0,4
1143,52,0,0,0,0,0,0,0,0,1,0,0,0,0
1147,52,0,0,0,0,1,0,0,0,0,0,0,0,5
1151,52,0,0,0,0,1,0,0,0,0,0,0,0,5
1154,52,0,0,0,1,0,0,0,0,0,0,0,0,0
1156,52,0,0,0,0,1,0,0,0,0,0,0,0,5
1159,52,0,0,0,1,0,0,0,0,0,0,0,0,0
6730,56,0,0,0,1,0,0,0,0,0,0,0,0,0
1162,53,0,0,0,1,0,0,0,0,0,0,0,0,0
1164,53,0,0,0,1,0,0,0,0,0,0,0,0,0
1166,53,0,0,0,0,1,0,0,0,0,0,0,0,5
1167,53,0,0,0,0,1,0,0,0,0,0,0,0,5
1169,54,0,0,0,0,0,0,1,0,0,0,0,0,4
1170,54,0,0,0,1,0,0,0,0,0,0,0,0,0
1171,54,0,0,0,1,0,0,0,0,0,0,0,0,0
1172,53,0,0,0,0,0,0,0,0,0,0,1,0,3
1173,53,0,0,0,0,1,0,0,0,0,0,0,0,5
1174,53,0,0,0,0,1,0,0,0,0,0,0,0,5
1175,53,0,0,0,0,1,0,0,0,0,0,0,0,5
1176,53,0,0,0,0,0,0,0,0,0,0,1,0,3
1177,53,0,0,0,1,0,0,0,0,0,0,0,0,0
1178,53,0,0,0,0,0,0,0,0,0,0,0,1,0
1179,53,0,0,0,0,0,0,0,0,0,1,0,0,0
1182,55,0,0,0,1,0,0,0,0,0,0,0,0,0
1186,55,0,0,0,0,0,0,0,0,1,0,0,0,0
1187,55,0,0,0,1,0,0,0,0,0,0,0,0,0
1188,55,0,0,0,1,0,0,0,0,0,0,0,0,0
1189,55,0,0,0,1,0,0,0,0,0,0,0,0,0
1190,56,0,0,0,1,0,0,0,0,0,0,0,0,0
1191,56,0,0,0,1,0,0,0,0,0,0,0,0,0
1192,56,0,0,0,0,1,0,0,0,0,0,0,0,5
1193,56,0,0,0,0,1,0,0,0,0,0,0,0,5
1194,56,0,0,0,0,1,0,0,0,0,0,0,0,5
1195,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1196,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1197,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1198,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1199,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1200,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1201,56,0,0,0,1,0,0,0,0,0,0,0,0,0
1202,56,0,0,0,1,0,0,0,0,0,0,0,0,0
1203,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1204,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1205,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1206,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1207,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1208,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1209,56,0,0,0,1,0,0,0,0,0,0,0,0,0
1210,56,0,0,0,0,1,0,0,0,0,0,0,0,5
1211,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1212,56,0,0,0,0,0,0,0,0,0,0,1,0,3
1213,56,0,0,0,0,1,0,0,0,0,0,0,0,5
1214,56,0,0,0,0,1,0,0,0,0,0,0,0,5
1215,56,0,0,0,1,0,0,0,0,0,0,0,0,0
1216,56,0,0,0,0,0,0,0,0,0,1,0,0,0
1217,56,0,0,0,1,0,0,0,0,0,0,0,0,0
1218,56,0,0,0,0,0,0,1,0,0,0,0,0,4
1219,56,0,0,0,0,0,0,1,0,0,0,0,0,4
1220,56,0,0,0,0,0,0,1,0,0,0,0,0,4
1221,57,0,0,0,1,0,0,0,0,0,0,0,0,0
1222,57,0,0,0,1,0,0,0,0,0,0,0,0,0
1223,57,0,0,0,0,1,0,0,0,0,0,0,0,5
1224,57,0,0,0,0,0,0,0,0,0,0,1,0,3
1225,57,0,0,0,0,0,0,0,0,0,0,1,0,3
1226,57,0,0,0,0,0,0,0,0,0,0,1,0,3
1227,57,0,0,0,0,0,0,0,0,0,0,1,0,3
1228,57,0,0,0,0,0,0,0,0,0,0,1,0,3
1229,57,0,0,0,1,0,0,0,0,0,0,0,0,0
1230,57,0,0,0,1,0,0,0,0,0,0,0,0,0
1231,57,0,0,0,0,0,0,0,0,0,1,0,0,0
1232,57,0,0,0,1,0,0,0,0,0,0,0,0,0
1233,57,0,0,0,1,0,0,0,0,0,0,0,0,0
1234,57,0,0,0,1,0,0,0,0,0,0,0,0,0
1235,56,0,0,0,1,0,0,0,0,0,0,0,0,0
1236,57,0,0,0,0,0,0,0,0,1,0,0,0,0
1237,57,0,0,0,1,0,0,0,0,0,0,0,0,0
1238,57,0,0,0,1,0,0,0,0,0,0,0,0,0
1270,58,0,0,0,1,0,0,0,0,0,0,0,0,0
1271,58,0,0,0,0,0,0,0,0,1,0,0,0,0
1272,58,0,0,0,1,0,0,0,0,0,0,0,0,0
1273,58,0,0,0,1,0,0,0,0,0,0,0,0,0
1274,58,0,0,0,0,0,0,1,0,0,0,0,0,4
1277,59,0,0,0,1,0,0,0,0,0,0,0,0,0
1278,59,0,0,0,1,0,0,0,0,0,0,0,0,0
1279,59,0,0,0,0,0,0,0,0,1,0,0,0,0
1280,60,0,0,0,1,0,0,0,0,0,0,0,0,0
1281,60,0,0,0,0,0,0,0,0,1,0,0,0,0
1282,60,0,0,0,1,0,0,0,0,0,0,0,0,0
1283,60,0,0,0,0,0,0,0,0,1,0,0,0,0
1284,60,0,0,0,1,0,0,0,0,0,0,0,0,0
1285,60,0,0,0,1,0,0,0,0,0,0,0,0,0
1286,60,0,0,0,1,0,0,0,0,0,0,0,0,0
1287,60,0,0,0,0,1,0,0,0,0,0,0,0,5
1288,61,0,0,0,1,0,0,0,0,0,0,0,0,0
1289,61,0,0,0,1,0,0,0,0,0,0,0,0,0
1290,61,0,0,0,0,1,0,0,0,0,0,0,0,5
1291,61,0,0,0,0,1,0,0,0,0,0,0,0,5
1292,60,0,0,0,1,0,0,0,0,0,0,0,0,0
1293,60,0,0,0,0,1,0,0,0,0,0,0,0,5
1294,62,0,0,0,1,0,0,0,0,0,0,0,0,0
1295,60,0,0,0,0,0,0,0,0,0,0,1,0,3
1296,60,0,0,0,0,0,0,0,0,0,0,1,0,3
1297,60,0,0,0,0,0,0,0,0,0,0,1,0,3
1298,60,0,0,0,1,0,0,0,0,0,0,0,0,0
1299,60,0,0,0,1,0,0,0,0,0,0,0,0,0
1300,60,0,0,0,0,0,0,0,0,0,0,1,0,3
1301,60,0,0,0,1,0,0,0,0,0,0,0,0,0
